site,site_name,plot,year,survey_round,survey_date,treat_cont,start,point,minute,species,distance,how,sex,visual,migrating,cluster_size,cluster_code
5b,sm_cont,5b1,2014,3,6/29/2014,c,0606,1,1,rcki,24,s,,n,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,1,deju,33,s,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,1,moch,20,s,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,1,yrwa,18,s,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,1,yrwa,19,s,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,1,unwo,38,d,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,1,brcr,15,s,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,1,moch,10,s,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,2,deju,34,s,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,2,yrwa,26,s,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,2,heth,37,s,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,3,moch,21,s,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,3,unwo,48,d,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,4,nobi,NA,NA,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,5,nobi,NA,NA,,,,,
5b,sm_cont,5b1,2014,3,6/29/2014,c,,1,6,nobi,NA,NA,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,0636,2,1,deju,38,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,1,moch,42,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,1,rcki,37,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,1,deju,34,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,1,brcr,9,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,1,yrwa,27,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,1,yrwa,25,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,1,yrwa,18,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,2,yrwa,23,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,2,unwo,41,d,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,3,rbnu,52,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,3,moch,28,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,3,deju,32,c,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,3,rcki,49,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,4,rcki,56,s,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,5,amro,37,NA,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,5,pisi,28,cf,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,5,hawo,17,f,,,,,
5b,sm_cont,5b2,2014,3,6/29/2014,c,,2,6,cofl,32,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,0705,3,1,amro,27,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,1,deju,26,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,1,deju,15,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,1,yrwa,26,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,1,wavi,32,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,2,deju,31,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,2,yrwa,20,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,2,rcki,49,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,2,rcki,38,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,2,rcki,51,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,2,amro,42,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,3,resq,34,c,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,3,moch,28,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,3,yrwa,13,cf,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,4,nobi,NA,NA,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,5,pisi,26,cf,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,5,deju,15,s,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,5,yrwa,9,c,,,,,
5b,sm_cont,5b3,2014,3,6/29/2014,c,,3,6,pisi,31,fc,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,0733,4,1,amro,42,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,1,recr,25,c,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,1,moch,5,f,,y,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,1,yrwa,18,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,2,moch,35,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,2,moch,25,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,2,yrwa,36,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,2,moch,41,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,2,heth,42,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,2,deju,35,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,3,rcki,22,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,3,heth,28,c,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,4,chsp,25,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,4,cofl,36,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,4,pisi,23,cf,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,5,deju,18,c,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,5,heth,25,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,6,moch,38,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,6,brcr,15,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,6,rcki,49,s,,,,,
5b,sm_cont,5b4,2014,3,6/29/2014,c,,4,6,amro,8,f,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,No time recorded,5,1,weta,18,c,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,1,heth,38,s,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,1,deju,41,NA,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,1,unwo,46,d,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,1,yrwa,34,s,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,1,yrwa,23,s,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,1,gcki,18,s,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,2,yrwa,16,s,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,2,deju,13,c,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,3,hawo,35,d,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,3,moch,26,s,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,3,unwo,46,d,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,3,moch,32,c,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,4,moch,27,s,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,5,yrwa,21,s,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,6,moch,19,s,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,6,moch,24,s,,,,,
5b,sm_cont,5b5,2014,3,6/29/2014,c,,5,6,amro,49,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,No time recorded,6,1,rcki,52,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,1,amro,41,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,1,amro,36,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,1,rbnu,41,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,1,cafi,28,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,2,cafi,35,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,2,brcr,26,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,2,moch,36,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,2,deju,29,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,2,brcr,15,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,3,unwo,41,d,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,3,amro,28,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,3,deju,51,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,4,deju,36,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,4,deju,49,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,4,moch,36,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,4,moch,41,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,5,chsp,38,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,5,btlh,16,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,5,rcki,46,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,5,yrwa,32,s,,,,,
5b,sm_cont,5b6,2014,3,6/29/2014,c,,6,6,chsp,49,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,0845,7,1,wewp,32,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,1,yrwa,24,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,1,amro,23,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,1,lisp,24,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,1,chsp,31,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,1,deju,24,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,2,pisi,15,cf,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,2,pisi,23,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,2,pisi,24,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,2,graj,35,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,2,graj,25,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,3,rcki,35,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,3,hawo,28,d,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,3,rbnu,46,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,3,yrwa,24,c,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,4,unwo,38,d,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,5,deju,24,c,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,5,pisi,35,c,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,5,moch,26,c,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,5,lisp,29,c,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,6,pisi,20,fs,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,6,yrwa,18,s,,,,,
5b,sm_cont,5b7,2014,3,6/29/2014,c,,7,6,wewp,43,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,0910,8,1,deju,23,c,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,1,amro,25,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,1,rcki,56,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,1,yrwa,15,c,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,1,mgwa,26,NA,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,1,rcki,38,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,1,amro,41,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,2,cofl,26,c,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,2,resq,5,c,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,2,rbnu,38,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,2,amro,26,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,2,heth,49,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,3,graj,31,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,3,pisi,23,cf,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,3,yrwa,38,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,3,rcki,47,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,4,hawo,35,o,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,5,yrwa,43,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,5,yrwa,38,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,5,rcki,29,NA,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,5,cofl,18,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,5,moch,26,s,,,,,
5b,sm_cont,5b8,2014,3,6/29/2014,c,,8,6,stja,46,c,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,0939,9,1,heth,32,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,1,heth,25,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,1,deju,35,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,1,deju,26,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,2,amro,15,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,2,pigr,20,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,2,yrwa,34,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,2,chsp,27,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,2,chsp,38,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,3,nobi,NA,,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,4,btlh,27,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,4,resq,36,c,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,4,pisi,31,cf,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,4,brcr,15,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,5,deju,27,c,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,5,weta,34,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,5,moch,42,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,6,moch,30,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,6,deju,9,c,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,6,pisi,18,s,,,,,
5b,sm_cont,5b9,2014,3,6/29/2014,c,,9,6,pisi,15,s,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,0622,1,1,rcki,70,NA,,n,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,1,yrwa,35,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,1,weta,40,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,1,moch,23,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,1,moch,24,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,2,rcki,35,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,2,rcki,100,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,2,pisi,25,f,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,2,yrwa,40,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,2,resq,79,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,3,yrwa,24,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,4,yrwa,50,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,4,resq,35,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,5,attw,12,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,5,resq,10,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,6,moch,70,NA,,,,,
11b,tv_cont,11b1,2014,1,6/15/2014,c,,1,6,yrwa,50,NA,,,,,
11b,tv_cont,11b,2014,1,6/15/2014,c,,,88,rbnu,53,NA,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,0710,2,1,attw,10,d,,,,1,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,1,resq,40,c,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,1,rcki,33,s,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,2,graj,15,v,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,2,pisi,30,c,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,3,pisi,20,f,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,3,pisi,20,f,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,3,rcki,33,s,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,3,deju,37,s,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,4,amro,28,s,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,4,brcr,40,s,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,4,deju,10,s,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,4,resq,30,c,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,5,deju,25,NA,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,5,resq,8,NA,,,,,
11b,tv_cont,11b2,2014,1,6/15/2014,c,,2,6,resq,25,NA,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,0746,3,1,resq,10,c,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,1,attw,8,c,,y,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,1,yrwa,20,c,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,1,attw,15,d,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,1,graj,20,c,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,1,rcki,35,s,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,2,amro,15,s,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,2,heth,24,s,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,2,rcki,18,s,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,2,rcki,22,s,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,3,amro,58,s,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,4,rcki,45,s,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,4,heth,56,s,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,4,deju,43,s,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,5,resq,60,c,,,,,
11b,tv_cont,11b3,2014,1,6/15/2014,c,,3,6,graj,24,c,,,,,
11b,tv_cont,11b4,2014,1,6/15/2014,c,0828,4,1,deju,18,s,,,,,
11b,tv_cont,11b4,2014,1,6/15/2014,c,,4,1,rcki,40,s,,,,,
11b,tv_cont,11b4,2014,1,6/15/2014,c,,4,1,resq,17,s,,,,,
11b,tv_cont,11b4,2014,1,6/15/2014,c,,4,2,rcki,38,s,,,,,
11b,tv_cont,11b4,2014,1,6/15/2014,c,,4,2,attw,16,d,,,,,
11b,tv_cont,11b4,2014,1,6/15/2014,c,,4,3,yrwa,22,s,,,,,
11b,tv_cont,11b4,2014,1,6/15/2014,c,,4,4,rcki,42,s,,,,,
11b,tv_cont,11b4,2014,1,6/15/2014,c,,4,4,heth,50,NA,,,,,
11b,tv_cont,11b4,2014,1,6/15/2014,c,,4,5,pisi,20,NA,,,,,
11b,tv_cont,11b4,2014,1,6/15/2014,c,,4,5,recr,35,f,,,,,
11b,tv_cont,11b4,2014,1,6/15/2014,c,,4,6,attw,20,NA,,,,,
11b,tv_cont,11b5,2014,1,6/15/2014,c,0859,5,1,attw,10,NA,,,,,
11b,tv_cont,11b5,2014,1,6/15/2014,c,,5,1,rcki,10,NA,,,,,
11b,tv_cont,11b5,2014,1,6/15/2014,c,,5,1,pisi,25,c,,,,,
11b,tv_cont,11b5,2014,1,6/15/2014,c,,5,1,pisi,23,c,,,,,
11b,tv_cont,11b5,2014,1,6/15/2014,c,,5,1,rcki,36,s,,,,,
11b,tv_cont,11b5,2014,1,6/15/2014,c,,5,2,yrwa,22,s,,,,,
11b,tv_cont,11b5,2014,1,6/15/2014,c,,5,3,deju,34,s,,,,,
11b,tv_cont,11b5,2014,1,6/15/2014,c,,5,4,rcki,56,,,,,,
11b,tv_cont,11b5,2014,1,6/15/2014,c,,5,5,nobi,NA,NA,,,,,
11b,tv_cont,11b5,2014,1,6/15/2014,c,,5,6,deju,12,s,,,,,
11b,tv_cont,11b5,2014,1,6/15/2014,c,,5,6,amro,45,s,,,,,
11b,tv_cont,11b6,2014,1,6/15/2014,c,0930,6,1,rcki,10,,,,,,
11b,tv_cont,11b6,2014,1,6/15/2014,c,,6,1,attw,45,,,,,,
11b,tv_cont,11b6,2014,1,6/15/2014,c,,6,1,attw,30,,,,,,
11b,tv_cont,11b6,2014,1,6/15/2014,c,,6,2,rcki,40,,,,,,
11b,tv_cont,11b6,2014,1,6/15/2014,c,,6,2,pisi,45,,,,,,
11b,tv_cont,11b6,2014,1,6/15/2014,c,,6,3,resq,15,,,,,,
11b,tv_cont,11b6,2014,1,6/15/2014,c,,6,4,amro,25,,,,,,
11b,tv_cont,11b6,2014,1,6/15/2014,c,,6,4,graj,60,,,,,,
11b,tv_cont,11b6,2014,1,6/15/2014,c,,6,4,brcr,20,,,,,,
11b,tv_cont,11b6,2014,1,6/15/2014,c,,6,5,hawo,35,,,,,1,
11b,tv_cont,11b6,2014,1,6/15/2014,c,,6,5,amro,28,,,,,,
11b,tv_cont,11b6,2014,1,6/15/2014,c,,6,6,nobi,NA,NA,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,1010,7,1,rcki,40,s,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,,7,1,rcki,65,s,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,,7,1,rcki,25,s,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,,7,1,yrwa,34,s,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,,7,1,resq,36,c,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,,7,2,brcr,15,s,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,,7,2,resq,50,c,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,,7,3,unwo,40,d,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,,7,3,brcr,12,sf,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,,7,4,rcki,75,NA,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,,7,4,unwo,30,d,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,,7,5,attw,27,c,,,,,
11b,tv_cont,11b7,2014,1,6/15/2014,c,,7,6,nobi,NA,NA,,,,,
11b,tv_cont,11b8,2014,1,6/15/2014,c,1042,8,1,rcki,50,s,,,,,
11b,tv_cont,11b8,2014,1,6/15/2014,c,,8,1,rcki,65,s,,,,,
11b,tv_cont,11b8,2014,1,6/15/2014,c,,8,1,rcki,42,s,,,,,
11b,tv_cont,11b8,2014,1,6/15/2014,c,,8,1,yrwa,32,s,,,,,
11b,tv_cont,11b8,2014,1,6/15/2014,c,,8,2,unwo,26,d,,,,,
11b,tv_cont,11b8,2014,1,6/15/2014,c,,8,3,rcki,75,s,,,,,
11b,tv_cont,11b8,2014,1,6/15/2014,c,,8,3,rcki,62,s,,,,,
11b,tv_cont,11b8,2014,1,6/15/2014,c,,8,4,deju,67,c,,,,,
11b,tv_cont,11b8,2014,1,6/15/2014,c,,8,5,moch,76,s,,,,,
11b,tv_cont,11b8,2014,1,6/15/2014,c,,8,5,moch,77,s,,,,,
11b,tv_cont,11b8,2014,1,6/15/2014,c,,8,6,deju,44,c,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,1112,9,1,rcki,31,sv,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,,9,1,rcki,45,sv,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,,9,1,rcki,37,s,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,,9,1,graj,55,c,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,,9,2,nobi,NA,NA,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,,9,3,heth,110,s,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,,9,3,deju,45,s,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,,9,4,pisi,32,cf,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,,9,4,wcsp,132,s,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,,9,5,rcki,68,s,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,,9,5,resq,47,c,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,,9,5,rcki,14,v,,,,,
11b,tv_cont,11b9,2014,1,6/15/2014,c,,9,6,deju,24,c,,,,,
11b,tv_cont,11b1,2014,2,6/20/2014,c,0635,1,1,yrwa,35,s,,n,,,
11b,tv_cont,11b1,2014,2,6/20/2014,c,,1,1,heth,105,s,,,,,
11b,tv_cont,11b1,2014,2,6/20/2014,c,,1,1,yrwa,33,s,,,,,
11b,tv_cont,11b1,2014,2,6/20/2014,c,,1,1,moch,14,c,,y,,,
11b,tv_cont,11b1,2014,2,6/20/2014,c,,1,1,rcki,52,s,,,,,
11b,tv_cont,11b1,2014,2,6/20/2014,c,,1,1,pisi,55,c,,,,,
